matchID,Win,OpponentsTeam1,OpponentsTeam2,OpponentsTeam3,OpponentsTeam4,OpponentsTeam5,OpponentsTeam6,OpponentBrought1,OpponentBrought2,OpponentBrought3,OpponentBrought4
693148069,0,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Tapu Fini
693148069,1,Kangaskhan,Landorus,Zapdos,Aegislash,Tapu Fini,Volcarona,Kangaskhan,Landorus,Zapdos,Volcarona
694056592,0,Tapu Bulu,Stakataka,Camerupt,Cresselia,Hitmontop,Persian,Tapu Bulu,Camerupt,Cresselia,Persian
694056592,1,Pelipper,Swampert,Kingdra,Ludicolo,Politoed,Ferrothorn,Pelipper,Kingdra,Ludicolo,Ferrothorn
695691159,1,Tapu Koko,Metagross,Landorus,Araquanid,Incineroar,Porygon2,Tapu Koko,Metagross,Incineroar,Porygon2
695691159,0,Accelgor,Tapu Lele,Pheromosa,Blaziken,Cradily,Golduck,Accelgor,Tapu Lele,Blaziken,Golduck
694270034,0,Tapu Fini,Metagross,Landorus,Zapdos,Incineroar,Tapu Lele,Metagross,Landorus,Zapdos,Tapu Lele
694270034,1,Azumarill,Salamence,Tyranitar,Excadrill,Clefairy,Tapu Koko,Azumarill,Salamence,Clefairy,unknown
696234377,1,Salamence,Amoonguss,Tapu Koko,Azumarill,Smeargle,Aegislash,Salamence,Azumarill,Smeargle,Aegislash
696234377,0,Politoed,Gyarados,Marowak,Scizor,Tapu Koko,Porygon2,Gyarados,Marowak,Scizor,Tapu Koko
694254698,0,Tapu Koko,Landorus,Tyranitar,Metagross,Amoonguss,Porygon2,Tapu Koko,Tyranitar,Metagross,Porygon2
694254698,1,Porygon2,Tapu Bulu,Camerupt,Araquanid,Tapu Koko,Metagross,Porygon2,Tapu Bulu,Camerupt,Tapu Koko
693751445,1,Cresselia,Tapu Fini,Tapu Koko,Landorus,Volcarona,Metagross,Tapu Fini,Tapu Koko,Landorus,Metagross
693751445,0,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
693147849,0,Kangaskhan,Landorus,Zapdos,Aegislash,Tapu Fini,Volcarona,Kangaskhan,Landorus,Tapu Fini,Volcarona
693147849,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Kartana
693308463,0,Salamence,Meowstic,Scrafty,Rotom,Ferrothorn,Tapu Koko,Salamence,Scrafty,Rotom,Ferrothorn
693308463,1,Metagross,Volcarona,Raichu,Azumarill,Cresselia,Amoonguss,Metagross,Volcarona,Raichu,Amoonguss
694107302,1,Gengar,Amoonguss,Tapu Koko,Politoed,Scrafty,Tapu Bulu,Gengar,Amoonguss,Tapu Koko,Scrafty
694107302,0,Tapu Lele,Tyranitar,Zapdos,Metagross,Amoonguss,Landorus,Tapu Lele,Tyranitar,Amoonguss,Landorus
694274499,1,Persian,Snorlax,Manectric,Celesteela,Tapu Fini,Landorus,Persian,Manectric,Celesteela,Tapu Fini
694274499,0,Zapdos,Amoonguss,Metagross,Tapu Fini,Entei,Landorus,Zapdos,Amoonguss,Metagross,Entei
695696085,0,Charizard,Landorus,Tapu Lele,Blaziken,Aegislash,Suicune,Charizard,Landorus,Tapu Lele,Suicune
695696085,1,Kangaskhan,Landorus,Heatran,Cresselia,Tapu Koko,Tapu Fini,Kangaskhan,Heatran,Cresselia,Tapu Koko
695572466,1,Kangaskhan,Landorus,Heatran,Cresselia,Tapu Fini,Zapdos,Kangaskhan,Cresselia,Tapu Fini,Zapdos
695572466,0,Politoed,Ludicolo,Salamence,Aegislash,Thundurus,Tapu Bulu,Politoed,Ludicolo,Thundurus,Tapu Bulu
694889067,0,Tapu Fini,Salamence,Zapdos,Tyranitar,Amoonguss,Aegislash,Salamence,Zapdos,Tyranitar,Aegislash
694889067,1,Tapu Koko,Tyranitar,Latias,Landorus,Amoonguss,Entei,Tapu Koko,Tyranitar,Latias,Landorus
694363375,0,Ninetales,Cherrim,Salamence,Meowstic,Weavile,Darmanitan,Ninetales,Cherrim,Salamence,Darmanitan
694363375,1,Landorus,Charizard,Tapu Koko,Porygon2,Tyranitar,Kartana,Landorus,Tapu Koko,Porygon2,Tyranitar
694235570,1,Zapdos,Tyranitar,Metagross,Tapu Lele,Gastrodon,Landorus,Zapdos,Metagross,Tapu Lele,Gastrodon
694235570,0,Tapu Koko,Metagross,Landorus,Incineroar,Araquanid,Porygon2,Tapu Koko,Metagross,Landorus,Araquanid
694274121,1,Persian,Snorlax,Manectric,Celesteela,Tapu Fini,Landorus,Persian,Manectric,Celesteela,Tapu Fini
694274121,0,Zapdos,Amoonguss,Metagross,Tapu Fini,Entei,Landorus,Zapdos,Amoonguss,Metagross,Entei
694149569,1,Latias,Kartana,Landorus,Tapu Fini,Incineroar,Aegislash,Latias,Landorus,Tapu Fini,Incineroar
694149569,0,Pelipper,Swampert,Kartana,Tapu Koko,Landorus,Aegislash,Pelipper,Swampert,Kartana,Aegislash
693787047,0,Snorlax,Manectric,Landorus,Celesteela,Tapu Fini,Gothitelle,Snorlax,Manectric,Tapu Fini,Gothitelle
693787047,1,Charizard,Landorus,Tapu Koko,Amoonguss,Suicune,Bisharp,Charizard,Tapu Koko,Amoonguss,Bisharp
694235724,0,Zapdos,Tyranitar,Metagross,Tapu Lele,Gastrodon,Landorus,Zapdos,Metagross,Tapu Lele,Gastrodon
694235724,1,Tapu Koko,Metagross,Landorus,Incineroar,Araquanid,Porygon2,Metagross,Landorus,Araquanid,Porygon2
693823149,1,Amoonguss,Scrafty,Tapu Koko,Politoed,Tapu Bulu,Gengar,Amoonguss,Scrafty,Tapu Bulu,Gengar
693823149,0,Landorus,Tapu Fini,Manectric,Snorlax,Celesteela,Amoonguss,Landorus,Manectric,Celesteela,Amoonguss
694153143,1,Pelipper,Ludicolo,Landorus,Tapu Koko,Aegislash,Swampert,Pelipper,Tapu Koko,Aegislash,unknown
694153143,0,Accelgor,Tyranitar,Amoonguss,Tapu Lele,Rotom,Tapu Fini,Accelgor,Tyranitar,Tapu Lele,Tapu Fini
695707751,1,Metagross,Landorus,Araquanid,Porygon2,Tapu Koko,Incineroar,Metagross,Araquanid,Tapu Koko,Incineroar
695707751,0,Kangaskhan,Volcarona,Drampa,Tapu Fini,Snorlax,Kartana,Kangaskhan,Volcarona,Tapu Fini,Snorlax
694196943,0,Charizard,Tapu Koko,Landorus,Cresselia,Snorlax,Weavile,Charizard,Cresselia,Snorlax,Weavile
694196943,1,Camerupt,Scrafty,Tapu Koko,Tapu Bulu,Porygon2,Metagross,Camerupt,Tapu Koko,Tapu Bulu,Porygon2
695318800,1,Greninja,Pheromosa,Tapu Koko,Accelgor,Politoed,Ludicolo,Greninja,Pheromosa,Tapu Koko,Accelgor
695318800,0,Salamence,Tapu Koko,Accelgor,Azumarill,Weavile,Aegislash,Tapu Koko,Accelgor,Azumarill,Weavile
695696326,0,Metagross,Zapdos,Tapu Fini,Tyranitar,Landorus,Amoonguss,Tyranitar,Landorus,unknown,unknown
695696326,1,Kangaskhan,Volcarona,Drampa,Tapu Fini,Snorlax,Kartana,Kangaskhan,Volcarona,unknown,unknown
694778651,1,Charizard,Raichu,Kommo-o,Landorus,Gothitelle,Snorlax,Charizard,Landorus,Gothitelle,Snorlax
694778651,0,Venusaur,Charizard,Kommo-o,Thundurus,Cresselia,Rhyperior,Charizard,Kommo-o,Cresselia,Rhyperior
695830394,0,Gothitelle,Tapu Bulu,Snorlax,Persian,Aegislash,Salamence,Gothitelle,Snorlax,Persian,Aegislash
695830394,1,Manectric,Landorus,Cresselia,Tapu Fini,Snorlax,Ferrothorn,Manectric,Tapu Fini,Ferrothorn,unknown
695696239,0,Charizard,Landorus,Tapu Lele,Blaziken,Aegislash,Suicune,Charizard,Landorus,Blaziken,Aegislash
695696239,1,Kangaskhan,Landorus,Heatran,Cresselia,Tapu Koko,Tapu Fini,Kangaskhan,Heatran,Cresselia,Tapu Koko
695319162,1,Greninja,Pheromosa,Tapu Koko,Accelgor,Politoed,Ludicolo,Pheromosa,Tapu Koko,Accelgor,unknown
695319162,0,Salamence,Tapu Koko,Accelgor,Azumarill,Weavile,Aegislash,Tapu Koko,Accelgor,Azumarill,Weavile
695370965,1,Charizard,Landorus,Tapu Koko,Kartana,Raichu,Azumarill,Raichu,Azumarill,unknown,unknown
695370965,0,Manectric,Gothitelle,Snorlax,Celesteela,Landorus,Tapu Fini,Manectric,Gothitelle,Celesteela,Landorus
695696019,0,Metagross,Zapdos,Tapu Fini,Tyranitar,Landorus,Amoonguss,Zapdos,Tyranitar,Landorus,Amoonguss
695696019,1,Kangaskhan,Volcarona,Drampa,Tapu Fini,Snorlax,Kartana,Kangaskhan,Volcarona,Tapu Fini,Kartana
694269861,1,Tapu Fini,Metagross,Landorus,Zapdos,Incineroar,Tapu Lele,Metagross,Landorus,Zapdos,Tapu Lele
694269861,0,Azumarill,Salamence,Tyranitar,Excadrill,Clefairy,Tapu Koko,Azumarill,Tyranitar,Clefairy,Tapu Koko
695691310,0,Tapu Koko,Metagross,Landorus,Araquanid,Incineroar,Porygon2,Tapu Koko,Metagross,Incineroar,Porygon2
695691310,1,Accelgor,Tapu Lele,Pheromosa,Blaziken,Cradily,Golduck,Accelgor,Tapu Lele,Pheromosa,Blaziken
694363285,1,Landorus,Charizard,Tapu Koko,Porygon2,Tyranitar,Kartana,Tapu Koko,Porygon2,Tyranitar,unknown
