matchID,Win,OpponentsTeam1,OpponentsTeam2,OpponentsTeam3,OpponentsTeam4,OpponentsTeam5,OpponentsTeam6,OpponentBrought1,OpponentBrought2,OpponentBrought3,OpponentBrought4
702589587,0,Aegislash,Kartana,Latias,Tapu Fini,Tyranitar,Landorus,Aegislash,Latias,Tapu Fini,Landorus
702589587,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Landorus,Aegislash,Tapu Fini,Kartana
701269183,0,Mimikyu,Incineroar,Landorus,Tapu Fini,Snorlax,Metagross,Incineroar,Landorus,Snorlax,Metagross
701269183,1,Charizard,Ferrothorn,Landorus,Cresselia,Tapu Koko,Gigalith,Charizard,Landorus,Tapu Koko,unknown
702163374,1,Snorlax,Cresselia,Heatran,Zapdos,Landorus,Kangaskhan,Snorlax,Cresselia,Zapdos,Kangaskhan
702163374,0,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Heatran,Charizard
702721875,1,Scrafty,Whimsicott,Gengar,Tapu Bulu,Tapu Fini,Heatran,Scrafty,Whimsicott,Gengar,Heatran
702721875,0,Charizard,Landorus,Tapu Koko,Kartana,Snorlax,Cresselia,Charizard,Landorus,Tapu Koko,Cresselia
700735654,0,Charizard,Landorus,Tapu Koko,Porygon2,Amoonguss,Azumarill,Charizard,Landorus,Tapu Koko,Amoonguss
700735654,1,Tapu Fini,Kartana,Kangaskhan,Heatran,Cresselia,Landorus,Kartana,Kangaskhan,Heatran,Cresselia
702986847,1,Tapu Koko,Landorus,Tyranitar,Metagross,Amoonguss,Porygon2,Landorus,Tyranitar,Metagross,Porygon2
702986847,0,Kangaskhan,Landorus,Heatran,Tapu Fini,Zapdos,Aegislash,Kangaskhan,Landorus,Heatran,Tapu Fini
701646159,0,Metagross,Tapu Fini,Amoonguss,Landorus,Zapdos,Tyranitar,Tapu Fini,Amoonguss,Landorus,Tyranitar
701646159,1,Charizard,Stakataka,Scrafty,Landorus,Cresselia,Tapu Koko,Charizard,Scrafty,Landorus,Tapu Koko
701266450,0,Tapu Fini,Latias,Kangaskhan,Volcarona,Landorus,Aegislash,Kangaskhan,Volcarona,Landorus,Aegislash
701266450,1,Charizard,Tyranitar,Landorus,Kartana,Porygon2,Tapu Koko,Tyranitar,Landorus,Porygon2,Tapu Koko
701092770,0,Latias,Landorus,Heatran,Scrafty,Tapu Koko,Kartana,Landorus,Scrafty,Tapu Koko,Kartana
701092770,1,Scrafty,Volcarona,Greninja,Landorus,Kartana,Kangaskhan,Scrafty,Landorus,Kartana,Kangaskhan
702163268,0,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Heatran,Charizard
702163268,1,Snorlax,Cresselia,Heatran,Zapdos,Landorus,Kangaskhan,Snorlax,Cresselia,Heatran,Kangaskhan
700158363,0,Latias,Landorus,Heatran,Scrafty,Tapu Koko,Kartana,Latias,Landorus,Scrafty,Kartana
700158363,1,Landorus,Tapu Koko,Porygon2,Charizard,Tyranitar,Kartana,Landorus,Tapu Koko,Porygon2,Tyranitar
700158582,0,Landorus,Tapu Koko,Porygon2,Charizard,Tyranitar,Kartana,Landorus,Tapu Koko,Porygon2,Tyranitar
700158582,1,Latias,Landorus,Heatran,Scrafty,Tapu Koko,Kartana,Latias,Landorus,Scrafty,unknown
699830599,0,Kangaskhan,Zapdos,Volcarona,Landorus,Tapu Fini,Ferrothorn,Kangaskhan,Zapdos,Volcarona,Tapu Fini
699830599,1,Gengar,Whimsicott,Kommo-o,Tapu Bulu,Kartana,Heatran,Gengar,Whimsicott,Kommo-o,Tapu Bulu
702132294,1,Tapu Fini,Amoonguss,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Amoonguss,Metagross,Landorus
